credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,debt_consolidation,0.1134,493.5,10.96336,8.61,697,5129,14453,45.5,1,0,0,0
1,all_other,0.0976,180.07,10.59663,7.47,707,2939,7842,43.8,2,0,0,0
1,debt_consolidation,0.1039,162.26,11.15052,15.72,707,2970,5762,43.3,1,0,0,1
1,home_improvement,0.0863,316.28,11.60094,6.4,742,4080,2339,44.1,0,0,0,0
1,debt_consolidation,0.1387,375.26,10.81986,20.93,672,2340.042,17436,93.2,0,0,0,0
1,debt_consolidation,0.0976,482.32,10.91509,15.1,762,7920.042,11648,14.8,1,0,0,1
1,debt_consolidation,0.145,663.47,10.42228,9.86,667,2940,8731,56.7,1,0,0,1
1,debt_consolidation,0.1513,173.65,10.93339,21.32,667,3600.042,22210,98.3,0,0,0,0
1,debt_consolidation,0.0863,221.4,10.64542,2.74,727,2310.042,6496,40.1,0,0,0,0
1,debt_consolidation,0.1103,360.29,9.92329,6.82,697,1530,3041,84.5,2,0,0,1
1,all_other,0.1166,330.53,10.30895,8.56,682,1200,2000,46.5,3,0,0,0
1,major_purchase,0.0976,321.55,10.08581,2.7,717,5168,3717,16.1,3,1,0,1
1,debt_consolidation,0.1576,420.47,11.51293,18.55,667,4560.042,34841,89.6,0,0,0,0
1,all_other,0.0945,224.07,11.44035,10.86,717,4080,5257,32.9,1,0,0,1
1,debt_consolidation,0.1418,548.25,11.84934,3.4,662,2610,15193,33.4,0,0,0,0
1,all_other,0.1134,329,10.26116,5.37,687,2730.042,3245,54.1,2,0,1,0
1,debt_consolidation,0.1229,490.29,10.52406,21.94,702,1950.042,14694,43.1,2,0,0,1
1,all_other,0.08,225.63,11.3266,5.54,762,4259.042,438,0.8,3,0,0,0
1,all_other,0.0976,257.24,10.59663,18.72,742,6569,38605,67.7,0,0,0,0
1,debt_consolidation,0.1071,95.36,10.20359,6.62,682,1199,6611,49.1,1,0,0,0
1,debt_consolidation,0.1418,274.13,10.53049,20.71,662,4140.042,5723,52,1,0,0,0
1,home_improvement,0.08,156.69,11.28978,3.75,762,12668.04,8366,7.1,0,0,0,0
1,debt_consolidation,0.1197,351.92,10.57255,14.9,682,2579,7583,80.7,0,0,0,1
1,debt_consolidation,0.1039,194.71,9.729134,7.5,692,1920,4524,94.2,1,0,0,0
1,home_improvement,0.1008,258.44,11.03489,0.81,712,3660,3596,25.1,1,0,1,0
1,major_purchase,0.1608,879.92,10.71442,6.4,667,5160,12704,54.1,0,3,0,1
1,credit_card,0.0945,150.45,11.08214,11.13,717,5208,16724,41.7,0,0,0,0
1,home_improvement,0.0945,640.2,11.69525,4.19,787,5159,311,0,2,0,0,0
1,debt_consolidation,0.1292,168.28,11.18442,19.67,687,4710,19771,92.4,1,0,0,0
1,debt_consolidation,0.1008,581.49,11.12432,11.01,732,3389,10826,41.5,0,0,0,0
1,home_improvement,0.0945,640.2,10.70324,0.81,797,3450.042,281,1.7,1,0,0,0
1,all_other,0.1513,694.59,11.25156,10.25,662,3332,4289,66,1,0,0,0
1,debt_consolidation,0.1292,807.74,11.29849,15.08,697,4440,21364,86.5,0,0,0,1
1,all_other,0.0976,514.48,13.25759,1.61,742,6390.042,22627,27.3,1,0,0,0
1,debt_consolidation,0.1418,411.19,11.20722,18.16,662,3209.042,11258,71.7,1,0,0,0
1,debt_consolidation,0.1039,389.41,10.34817,17,717,3209.042,0,0,2,0,0,0
1,debt_consolidation,0.1387,264.39,10.30895,24.68,682,1500,26996,66.8,0,0,0,0
1,all_other,0.0976,482.32,11.08214,11.35,737,3990,3834,33.3,2,0,0,1
1,debt_consolidation,0.1355,645.24,11.87757,1.67,677,5370.042,9416,95.1,2,0,0,0
1,debt_consolidation,0.1229,293.51,10.81978,20.04,692,3360,25807,59.8,1,0,0,0
1,all_other,0.0863,316.28,11.0021,8.94,732,4440,16167,44.3,3,0,0,0
1,debt_consolidation,0.1134,361.9,10.859,9.39,687,2703.042,12678,43.6,0,0,1,0
1,debt_consolidation,0.1229,281.84,14.52835,0.13,672,1293.042,8747,51.8,1,0,0,0
1,debt_consolidation,0.1071,684.64,11.08214,2.9,722,1380.042,5694,17.7,1,0,0,1
1,debt_consolidation,0.1324,338.1,11.09741,18.2,672,4620.042,12008,54.2,3,1,0,0
1,debt_consolidation,0.1197,278.88,10.84778,20.96,697,4619.042,14129,84.1,0,0,0,0
1,home_improvement,0.1039,486.76,11.58989,8.92,712,3059.042,15553,20,1,0,0,0
1,home_improvement,0.1197,298.8,11.28978,19.37,682,9059.042,26966,70.2,1,0,1,0
1,all_other,0.1166,330.53,11.06664,13.33,712,4383,2388,48.7,2,0,0,0
1,debt_consolidation,0.1261,234.55,10.4631,9.63,667,1290.042,11698,78.5,1,0,0,0
1,credit_card,0.0976,241.16,11.40756,12.32,722,1950.042,5570,25.4,3,0,0,0
1,major_purchase,0.0945,224.07,9.915614,5.99,712,4470,4641,33.1,0,0,0,0
1,debt_consolidation,0.1166,396.63,10.77896,10.05,682,2670,15774,44.8,2,0,0,0
1,debt_consolidation,0.1324,507.15,10.75313,10.03,672,4110,9288,71.4,0,0,0,0
1,debt_consolidation,0.1355,288.66,10.26465,17.56,662,1889,17488,90.6,1,0,0,0
1,debt_consolidation,0.0832,409.3,10.26813,0.83,807,5189,209,2.3,1,0,0,0
1,debt_consolidation,0.1292,222.97,10.23996,19.93,667,5729.042,15049,71.3,0,0,0,0
1,all_other,0.1197,365.2,10.49127,15.83,682,4410,23253,72,1,0,0,0
1,debt_consolidation,0.1261,603.12,11.14186,14.02,682,3570.042,10769,63,1,1,0,0
1,credit_card,0.1387,852.87,11.05089,17.28,692,8700.042,21357,42,1,0,0,0
1,debt_consolidation,0.0945,320.1,11.45105,7.44,727,3360,29884,43.6,0,0,0,0
1,home_improvement,0.1008,807.62,11.46163,10.42,757,11970.04,16386,11.3,0,0,0,0
1,debt_consolidation,0.1071,326.02,11.24177,10.37,702,11280,26888,26.2,0,0,0,0
1,debt_consolidation,0.1292,336.56,10.52406,6.74,672,2609,7067,65.8,0,0,0,0
1,credit_card,0.1166,396.63,11.73607,12.94,682,3720,36467,62.9,0,0,0,0
1,debt_consolidation,0.1261,301.56,10.42228,14.68,687,4650.042,14371,60.9,0,1,0,1
1,debt_consolidation,0.1103,491.3,11.91583,9.52,702,3780.042,25870,56.1,0,1,0,1
1,debt_consolidation,0.1134,416.19,10.59663,21.96,717,4291.042,1727,8.9,1,0,0,0
1,credit_card,0.164,636.39,11.91839,24.03,672,4290.042,28846,57.9,1,0,0,1
1,home_improvement,0.1229,406.91,10.55581,9.31,687,5670.042,2329,39.4,0,0,0,0
1,all_other,0.0737,62.1,10.4631,0.86,797,11430,324,0.2,0,0,0,0
1,debt_consolidation,0.1261,201.04,10.81978,3.89,667,5970.042,20845,47.7,0,0,0,0
1,debt_consolidation,0.1103,491.3,11.11543,15.5,707,2370.042,12569,46.2,0,0,0,1
1,debt_consolidation,0.1103,327.53,10.7579,13.48,702,3000,9697,58,0,0,0,0
1,all_other,0.1103,327.53,10.42228,2.61,697,2370.042,2952,30.1,2,0,0,0
1,debt_consolidation,0.1071,179.31,10.62133,12.12,692,7140.042,13427,82.9,0,0,0,0
1,all_other,0.1229,667.06,11.08214,13.5,692,2370.042,6045,34.9,1,0,1,1
1,debt_consolidation,0.1103,720.57,11.40756,17.39,717,4470,18913,34.1,1,0,0,0
1,debt_consolidation,0.1324,405.72,10.87805,17.82,667,7349,18593,35,0,5,1,0
1,all_other,0.08,313.37,10.859,2.1,792,5219,0,0,1,0,0,0
1,credit_card,0.0945,409.73,11.08214,8.86,742,5129,13207,77.7,0,0,0,0
1,all_other,0.1103,157.22,10.66886,2.34,687,1950,3273,44.8,1,0,0,0
1,debt_consolidation,0.1229,633.71,11.56172,10.01,687,5250.042,19368,38.6,1,3,0,0
1,all_other,0.1071,782.44,11.15625,0.57,727,5040.042,782,3,1,0,0,1
1,educational,0.1103,589.56,10.66348,6.15,707,2820.042,6362,69.2,0,0,0,0
1,all_other,0.0976,353.71,11.33385,5.88,717,4500,15342,50,0,1,0,0
1,debt_consolidation,0.1103,206.35,10.9682,9.21,687,7049,871,8.1,0,0,0,0
1,credit_card,0.0832,251.88,11.82041,8.63,752,6149.042,13238,23,1,0,0,0
1,debt_consolidation,0.1261,301.56,10.81978,7.15,667,2579,1918,56.4,0,0,0,0
1,credit_card,0.1039,464.05,10.30895,21.28,752,2729.042,5649,30.2,2,0,0,0
1,debt_consolidation,0.0945,230.47,10.71442,0.8,717,2730.042,3332,30.6,0,0,0,1
1,all_other,0.1734,895.56,11.4721,18.8,662,11520.04,14706,77,0,2,0,0
1,debt_consolidation,0.1261,670.13,11.33857,14.51,692,1890,27129,39,2,0,0,0
1,debt_consolidation,0.1292,269.25,11.15625,4.08,667,5820,1152,13.1,3,3,0,0
1,debt_consolidation,0.1292,377.79,10.35316,23.31,712,3780,8837,52.6,1,0,0,1
1,all_other,0.0976,30.55,10.04325,22.38,742,4470,2246,9.9,1,0,0,0
1,debt_consolidation,0.1039,389.41,10.30895,0,712,4440,9258,71.2,1,0,0,0
1,debt_consolidation,0.1324,405.72,10.20359,11.96,667,4890.042,8671,61.5,0,0,0,0
1,debt_consolidation,0.1387,477.61,11.04292,20.45,677,2675,20065,66,2,0,0,0
1,educational,0.1134,329,10.14124,8.79,692,3839.042,1573,39.3,0,0,0,1
1,debt_consolidation,0.0832,377.82,11.40756,1.63,792,5729.042,4359,15.3,0,0,0,0
1,all_other,0.1324,338.1,10.9682,10.9,662,2009.042,10055,54.9,3,0,1,0
1,major_purchase,0.1355,407.52,11.15625,17.07,667,7565.042,2549,57.9,0,0,0,0
1,debt_consolidation,0.1071,273.86,10.83958,16.47,702,4530.042,16021,66.8,1,0,0,0
1,all_other,0.1008,807.62,10.89635,0,762,6420.042,0,0,1,0,0,0
1,debt_consolidation,0.1197,398.4,11.35041,14.08,682,7230.042,22205,88.8,2,0,1,0
1,debt_consolidation,0.0945,320.1,11.73607,5.28,727,9120,9438,33.5,3,0,0,0
1,debt_consolidation,0.0863,316.28,11.40756,5.91,732,5760.042,18343,26.2,0,1,0,0
1,all_other,0.1008,387.66,11.77529,21.2,772,6750.042,74885,0,0,0,0,0
1,all_other,0.1039,162.26,9.903488,14.82,702,2851.042,4873,26.9,1,0,0,0
1,credit_card,0.1134,493.5,11.33857,10.49,697,3089.042,11332,39.7,0,0,0,0
1,debt_consolidation,0.1229,640.38,10.87805,18.93,702,3689,20033,82.8,1,0,0,1
1,debt_consolidation,0.1261,180.94,10.60906,12.12,667,2729.042,4565,68.1,0,1,0,0
1,major_purchase,0.1134,296.1,11.51293,1.2,682,5130,4000,80,3,0,0,0
1,all_other,0.1166,115.69,10.9016,12.38,672,7530.042,0,0,0,2,0,0
1,all_other,0.1134,230.3,10.71442,9.92,687,2520.042,1767,34.6,1,0,1,0
1,all_other,0.1324,405.72,10.69557,14.4,672,3720,768,64,2,0,0,0
1,credit_card,0.0976,305.47,11.06764,4.8,717,5070.042,12226,45.6,0,1,1,0
1,all_other,0.0737,93.14,10.58416,1.55,802,3660,2724,7.9,0,0,0,0
1,all_other,0.08,109.68,10.7906,0.62,742,7170.042,308,17.1,4,0,0,0
1,debt_consolidation,0.08,37.61,9.602382,2.43,747,2250,1946,6.5,3,0,0,0
1,all_other,0.1008,129.22,10.91872,19.43,717,4770,4446,61.7,3,0,0,0
1,debt_consolidation,0.1008,290.75,10.57132,5.17,707,2190,8486,66.8,1,0,0,0
1,all_other,0.1355,203.76,11.18442,23.37,682,6599,19826,39,2,0,0,0
1,credit_card,0.0945,160.05,10.59663,5.97,722,2819.042,3212,35.7,1,1,0,0
1,credit_card,0.1355,407.52,10.91509,14.99,667,4499,10918,59,2,0,0,0
1,educational,0.0945,320.1,11.15625,9.38,722,1859,8850,32.3,0,0,0,0
1,all_other,0.1039,129.81,10.30895,6.04,697,6330,10366,64.4,0,0,1,0
1,debt_consolidation,0.1229,366.89,10.50232,11.6,677,1500,10765,60.5,2,0,0,0
1,all_other,0.1134,658,10.91509,5.19,712,8400,5482,17.4,0,2,0,1
1,debt_consolidation,0.0945,480.15,11.04132,6.46,752,4500,5196,34.6,2,0,0,0
1,all_other,0.0976,803.87,11.15625,4.92,792,4140,3114,11.3,0,0,0,0
1,all_other,0.1039,272.59,10.46322,19.61,717,4439.958,213,7.1,1,0,1,0
1,debt_consolidation,0.1197,249,9.862666,10.94,677,1920,6450,70.9,3,0,0,0
1,credit_card,0.1229,400.24,11.40756,8.81,677,2340.042,15486,33.1,1,0,0,0
1,all_other,0.0863,253.03,10.89822,10.78,732,3390,5623,67.7,1,0,0,0
1,credit_card,0.1039,129.81,10.87805,13.09,702,4441,1308,6.9,1,0,0,0
1,debt_consolidation,0.0945,448.14,10.64542,5.31,737,3030,11556,24.3,0,0,0,0
1,major_purchase,0.1134,118.44,10.91509,13.51,682,3510,623,31.1,0,0,0,0
1,all_other,0.1039,811.27,11.51293,7.25,737,3780,0,0,2,1,0,0
1,all_other,0.1355,407.52,11.77529,8.32,662,3060.042,22044,81.6,0,0,0,0
1,credit_card,0.08,250.7,10.38183,8.55,782,5550,8793,18.8,0,0,0,0
1,debt_consolidation,0.1324,444.6,10.5372,20.66,677,4620.042,2796,38.8,2,0,0,0
1,all_other,0.1071,489.03,11.28978,6.9,707,7410,8298,38.6,3,0,1,0
1,debt_consolidation,0.1355,373.56,10.77896,22.75,677,2730.042,10211,96.3,0,0,0,0
1,credit_card,0.1071,195.61,10.81978,9.22,687,2790,22188,70,0,0,0,0
1,debt_consolidation,0.1166,314,10.59663,18.78,697,2309.958,21160,78.7,0,0,0,1
1,credit_card,0.0768,109.17,10.30895,2.52,762,3840,2096,46.6,0,0,0,0
1,debt_consolidation,0.145,516.32,11.22236,24.61,682,2430,55632,80.7,3,0,0,0
1,educational,0.0976,241.16,9.903488,10.56,717,4121.958,3415,14.3,0,0,0,0
1,all_other,0.0863,221.4,10.75364,12.23,727,2940.958,1287,7.8,0,0,0,0
1,credit_card,0.1103,294.78,11.12726,12.72,687,9119.958,36164,39.4,1,0,0,1
1,debt_consolidation,0.1513,680.69,11.22524,19.36,662,2669.958,20658,55.4,0,0,0,0
1,credit_card,0.1071,228.22,10.30895,21.48,722,10110,24397,53.4,1,0,0,0
1,debt_consolidation,0.08,87.75,9.602382,5.48,747,2249.958,1946,6.5,3,0,0,0
1,all_other,0.1039,324.51,11.08796,14.82,767,6420,0,0,1,0,0,0
1,debt_consolidation,0.1051,97.53,10.59663,16.08,727,3464.042,14582,26.7,2,0,0,1
1,debt_consolidation,0.1071,208.65,10.91509,6.11,697,3689.958,14971,46.8,0,0,0,0
1,debt_consolidation,0.1482,691.55,11.40756,23.45,692,3870,43868,47.8,1,0,1,0
1,debt_consolidation,0.1008,323.05,10.77896,2.65,742,4260,6512,16.4,0,0,0,0
1,credit_card,0.0832,236.14,11.15625,2.81,757,4199.958,7905,30.2,0,0,0,0
1,credit_card,0.0976,213.83,11.18887,15.63,717,4379.958,6161,26.6,0,0,0,0
1,debt_consolidation,0.1103,537.15,10.81818,4.42,712,1859.958,3964,24,0,0,0,1
1,home_improvement,0.1039,194.71,10.20359,21.78,737,4989,1815,60.5,3,0,0,0
1,all_other,0.08,235.03,10.59663,5.22,772,5280,0,0,3,0,0,0
1,debt_consolidation,0.0976,707.41,11.28978,9.81,757,5549.958,1998,22.4,1,0,0,0
1,home_improvement,0.0945,128.04,11.48453,13.16,732,2500,41248,5.3,3,0,0,0
1,debt_consolidation,0.1261,670.13,11.09741,13.4,687,3419.958,24008,77.9,0,0,0,0
1,credit_card,0.1197,697.2,11.92504,7.99,697,8101.958,17788,52.7,3,0,0,0
1,all_other,0.0945,480.15,11.91839,6.47,757,3990,4232,8.9,2,0,0,0
1,all_other,0.1134,98.7,10.53049,7.72,677,1680,0,53,1,0,0,1
1,debt_consolidation,0.157,525.17,11.35036,20.44,672,5490,28511,56.7,1,0,0,0
1,all_other,0.0768,187.14,10.6736,0.83,792,4139.958,138,0.2,0,0,0,0
1,credit_card,0.1166,314,11.69525,18.23,697,4950,114629,64.5,2,0,0,0
1,debt_consolidation,0.1039,324.51,11.23262,12.88,707,2939.958,10689,18.4,3,0,0,0
1,debt_consolidation,0.0976,257.24,10.08581,17,732,3779.958,6188,53.8,0,0,0,0
1,debt_consolidation,0.0832,314.85,10.59533,14.54,772,5790,4743,28.1,0,0,0,1
1,debt_consolidation,0.1103,235.83,11.04917,21.83,717,5219.958,12025,37.2,2,0,0,0
1,home_improvement,0.0976,803.87,11.69525,8.91,792,8129.958,3706,12.8,1,0,0,0
1,debt_consolidation,0.1134,526.4,11.35041,9.37,702,4590,8833,44.8,1,0,1,0
1,debt_consolidation,0.1039,292.06,10.71442,14.64,712,4439.958,6239,63,3,0,0,0
1,debt_consolidation,0.1324,540.96,10.59663,11.73,672,3210,5671,55.1,0,0,0,0
1,credit_card,0.1229,100.06,10.37349,13.28,672,4320,2940,27.7,1,2,0,0
1,debt_consolidation,0.1355,848.99,11.03489,14.26,697,2730,7019,13.4,2,0,0,1
1,debt_consolidation,0.1197,298.8,10.95954,18.76,682,4350,9883,66.7,1,1,1,0
1,debt_consolidation,0.0976,482.32,12.07254,3.17,742,2820,1436,3.1,0,0,0,0
1,debt_consolidation,0.1292,168.28,10.6478,21.04,677,2910.958,13073,55.9,3,0,0,1
1,all_other,0.1008,807.62,11.88449,1.73,762,7769.958,5681,14.1,1,0,0,0
1,debt_consolidation,0.1039,811.27,11.40756,13.28,747,3359.958,48556,10.9,0,0,0,0
1,debt_consolidation,0.1324,253.58,10.81962,24.89,712,2418,19418,83.7,3,1,0,0
1,debt_consolidation,0.1324,118.34,10.95081,23.05,687,2730,45988,88.4,0,0,0,0
1,credit_card,0.1039,584.12,12.23077,12.27,712,5549.958,77034,32.3,2,0,0,0
1,educational,0.1103,52.41,10.5321,15.84,682,1829.958,0,49.4,0,0,0,0
1,debt_consolidation,0.1008,151.03,10.4631,18.72,722,3900,9910,99.1,2,0,0,1
1,educational,0.0832,188.91,11.52288,11.75,737,6870,1532,4.7,0,0,0,0
1,all_other,0.0976,167.21,10.43412,1.52,707,2579.958,4699,28.8,1,1,0,0
1,educational,0.0832,251.88,10.62255,17.6,797,6989.958,7017,8.4,0,0,0,1
1,major_purchase,0.1008,161.53,10.64542,21.77,762,4470.958,13,1.9,1,0,0,0
1,all_other,0.1292,807.74,11.46163,7.06,687,6360,9201,49.7,2,1,1,0
1,credit_card,0.1261,837.67,11.6074,24.04,757,7260,8220,63.2,0,0,0,1
1,all_other,0.1292,269.25,10.81978,1.39,662,4446.958,2692,49.9,3,0,0,0
1,all_other,0.0976,578.79,11.50288,8.86,742,4530,2448,61.2,3,0,0,0
1,all_other,0.0768,93.57,10.81978,0.79,757,3180,3894,10.5,0,0,0,0
1,all_other,0.1197,166,10.77896,20.68,692,9330,13734,28.4,0,0,0,0
1,all_other,0.1134,329,10.81978,12.05,692,1620,13744,62.2,0,0,0,0
1,credit_card,0.1103,201.44,10.48329,17.1,687,1260,6111,64.3,0,0,0,0
1,credit_card,0.1008,646.1,11.91839,6.86,742,3180,84,0.2,2,0,0,0
1,all_other,0.0976,385.86,11.45952,8.65,727,4650,19073,28.6,3,1,0,1
1,debt_consolidation,0.1229,232.64,10.23996,12.81,667,6283.958,13817,38.4,0,1,0,0
1,credit_card,0.1166,330.53,11.69525,8.13,682,3060,59145,81.1,0,0,0,0
1,debt_consolidation,0.1292,201.94,10.61644,15.32,667,2700,7091,47.3,2,2,0,0
1,debt_consolidation,0.1071,603.13,10.4429,13.33,717,4560,18179,34.4,0,0,0,0
1,debt_consolidation,0.1039,389.41,10.43817,15.99,712,4590,6151,52.7,1,0,0,0
1,major_purchase,0.08,250.7,10.80454,2.24,777,3780.958,2056,7.3,1,0,0,0
1,debt_consolidation,0.1482,691.55,11.22524,14.69,672,4439.958,29292,60.4,1,0,0,0
1,all_other,0.0832,37.79,10.40426,3.42,722,2160,6685,19.2,1,0,0,0
1,credit_card,0.1039,194.71,10.5887,13.88,702,2730,7198,65.4,1,0,0,0
1,debt_consolidation,0.0976,321.55,10.49825,8.11,717,4139.958,6179,11.2,2,0,0,1
1,all_other,0.0945,640.2,11.44563,3.98,777,3029.958,32,0.3,0,0,0,0
1,major_purchase,0.0768,187.14,10.58658,9.52,817,6629.958,922,3.8,0,0,0,0
1,home_improvement,0.1324,202.86,10.55581,23.09,687,5010,9912,65.6,1,0,0,0
1,credit_card,0.0863,142.33,9.047821,4.24,732,2100,6699,7.2,0,1,0,0
1,educational,0.1324,338.1,11.53273,7.31,667,3823,27452,96.3,2,0,0,1
1,debt_consolidation,0.1166,528.84,11.28978,13.47,702,2400,14958,46.7,3,0,0,0
1,credit_card,0.1229,266.83,11.4721,5.36,687,4062.958,45251,66.7,3,1,0,1
1,all_other,0.0768,155.95,12.12811,11.97,777,5526.958,9253,33.3,0,0,0,0
1,credit_card,0.1324,845.25,11.91839,7.84,697,5189.958,31405,95.7,0,0,0,0
1,debt_consolidation,0.1134,230.3,10.59663,9.81,682,3030.958,6475,96.6,0,0,0,0
1,debt_consolidation,0.1134,263.2,10.71442,8.75,682,2490,0,66.7,1,1,0,1
1,debt_consolidation,0.1071,391.22,11.30459,18.59,717,2639.958,34566,69,1,0,0,0
1,all_other,0.0832,314.85,11.28978,6.25,752,3150,3248,16.7,0,0,0,0
1,debt_consolidation,0.1166,462.74,10.91509,8.42,687,3749.958,17623,83.1,0,1,0,0
1,all_other,0.1292,100.97,10.54545,20.84,672,9119.958,9642,64.3,0,2,0,0
1,debt_consolidation,0.145,550.74,11.4703,22.27,672,5159.958,16930,70.8,0,0,0,0
1,credit_card,0.1324,446.29,11.22524,21.06,682,5159.958,13438,71.9,1,0,1,1
1,debt_consolidation,0.1229,500.3,11.25156,19.39,692,3450,18198,44.3,2,1,0,0
1,debt_consolidation,0.1229,50.03,10.27505,4.18,662,2850,0,0,3,0,0,0
1,debt_consolidation,0.0976,176.86,10.26813,21.92,762,3120,1763,26.3,0,0,0,0
1,credit_card,0.0976,96.47,11.51293,2.1,702,1770,8439,22,0,0,0,0
1,debt_consolidation,0.1166,370.19,11.28978,17.78,692,1980,24259,56.5,0,0,0,1
1,all_other,0.08,206.83,10.82178,12.86,762,12330,3339,16.9,1,0,0,0
1,credit_card,0.1134,296.1,9.825526,11.68,682,4230,9237,64.6,1,0,1,1
1,debt_consolidation,0.1103,818.83,11.99535,9.38,722,3719.958,7746,26,0,2,0,0
1,credit_card,0.0976,318.34,11.0021,1.8,717,3820,4506,18.7,2,0,1,0
1,home_improvement,0.0832,125.94,11.10466,0,767,4740,1401,1.9,1,0,0,0
1,credit_card,0.0976,450.17,10.71442,11.31,727,2730,14571,59.5,0,0,0,0
1,debt_consolidation,0.1229,23.35,9.852194,12.38,662,1199.958,0,53.2,1,0,0,0
1,debt_consolidation,0.1166,178.49,10.95606,15.92,687,4505.958,3037,76.8,0,1,0,0
1,debt_consolidation,0.1197,116.2,10.61644,21.97,687,3749.958,17394,93.5,1,0,0,0
1,debt_consolidation,0.1166,247.9,11.0021,19.22,687,4530,17745,92.4,1,0,0,0
1,debt_consolidation,0.1292,269.25,10.71442,19.89,692,5249.958,4755,89.7,1,0,0,0
1,credit_card,0.1103,262.03,10.57132,14.8,697,1589.958,8158,57,0,0,0,0
1,all_other,0.1103,141.66,11.69525,15.07,722,5219.958,70685,88.7,1,0,0,0
1,debt_consolidation,0.1418,568.81,11.0846,14.62,667,3719.958,11294,61.4,1,1,0,0
1,debt_consolidation,0.1324,223.15,10.38591,22,672,2279.958,6521,67.7,3,0,0,0
1,debt_consolidation,0.1039,243.38,11.01863,14.85,727,2490,4322,44.1,2,0,0,0
1,credit_card,0.1071,224.14,10.57132,9.66,717,4739.958,19383,90.2,1,0,0,0
1,all_other,0.1103,235.83,10.34174,14.4,692,3930,19076,66.6,0,0,0,1
1,credit_card,0.1418,428.32,10.95081,24.55,692,2700,34181,59.5,0,0,0,0
1,debt_consolidation,0.1576,659.61,11.69525,14.23,677,5070,27550,94.6,2,1,1,0
1,debt_consolidation,0.1229,192.62,11.48453,19.7,707,4530,13685,46.7,1,0,0,0
1,home_improvement,0.0768,155.95,10.59663,11.49,797,6959.958,257,1.4,0,0,0,0
1,debt_consolidation,0.1134,213.85,10.83958,20.82,722,8700,23119,50.6,3,0,1,0
1,credit_card,0.0976,482.32,11.64395,14.33,762,6120,26402,87.3,0,0,0,0
1,major_purchase,0.1008,587.14,12.32386,4.51,757,5460,2527,39.5,0,0,0,0
1,all_other,0.0863,202.42,10.9836,10.55,727,3344.958,1686,52.7,0,0,0,0
1,credit_card,0.0976,160.78,10.54534,4.45,712,3419.958,9877,60.6,2,0,0,0
1,all_other,0.1324,265.41,12.20607,15.62,707,4680,36293,62.3,3,0,0,1
1,debt_consolidation,0.1071,339.06,10.87066,15.6,717,3749.958,19859,63.4,0,0,0,1
1,credit_card,0.1134,274.72,11.0021,14.56,687,3419.958,15629,66.2,0,0,1,0
1,debt_consolidation,0.1166,198.32,10.20359,18.53,682,1529.958,5901,47.2,0,0,0,0
1,major_purchase,0.1103,183.42,10.81978,0.6,682,1303,424,8,2,1,0,0
1,credit_card,0.145,640.24,11.22524,22.74,682,5969.958,32682,96.1,0,0,0,0
1,debt_consolidation,0.0863,132.84,11.6422,2.09,737,6390,11730,47.5,0,0,0,0
1,debt_consolidation,0.1197,260.62,12.10071,6.65,682,3900,20237,24.4,3,0,0,0
1,credit_card,0.1197,109.56,9.798127,17.4,672,1169.958,8562,32.9,3,0,0,1
1,credit_card,0.1166,240.46,10.91349,16.91,712,4859.958,17581,98.2,0,0,0,1
1,debt_consolidation,0.1355,339.6,11.90497,10.14,662,4620,3608,37.6,1,1,0,0
1,all_other,0.1008,306.9,11.46163,3.36,757,4170,16098,22.8,0,0,0,0
1,debt_consolidation,0.1387,388.91,11.0021,24.48,712,10110,44293,73.6,0,0,0,0
1,debt_consolidation,0.1418,513.98,11.09741,21.49,702,5400,24992,77.1,0,0,0,0
1,credit_card,0.1039,389.41,10.73422,18.75,732,2370,14499,23.9,0,0,0,0
1,credit_card,0.0737,22.51,9.392662,3.6,792,2609.958,1814,7,0,0,0,0
1,credit_card,0.1008,315.78,11.8494,2.74,752,5879.958,28332,51,0,0,0,0
1,debt_consolidation,0.145,430.27,11.0021,21.72,697,8489.958,24325,83.2,0,0,1,0
1,all_other,0.0976,16.08,10.98529,22.17,742,4590,65414,47.8,0,0,0,0
1,debt_consolidation,0.1292,175.01,11.3266,14.24,707,8670,56002,73.8,0,0,0,0
1,debt_consolidation,0.1229,268.5,11.63071,3.07,687,4710,18673,66.7,0,2,0,0
1,major_purchase,0.08,188.02,11.98293,0.13,767,4560,3713,22.8,1,0,0,0
1,home_improvement,0.0976,204.19,11.08214,13.79,747,8039.958,14102,35.4,4,0,0,0
1,debt_consolidation,0.1039,324.51,11.03811,10.59,707,1469.958,7618,47.2,2,0,0,0
1,debt_consolidation,0.0976,287.79,10.71442,7.6,727,6750,0,0,1,1,0,0
1,major_purchase,0.1355,155.37,11.06664,13.5,697,7582,8399,41,2,0,0,1
1,debt_consolidation,0.0976,144.7,10.90228,4.24,707,1499.958,3818,61.6,0,0,0,1
1,debt_consolidation,0.1261,402.08,10.82512,10.12,672,8864.958,16083,70.2,0,0,1,0
1,debt_consolidation,0.1039,324.51,10.55581,7.12,712,2010,13845,28.9,0,0,0,0
1,credit_card,0.1071,234.74,10.59663,18.75,712,4560,12938,49,0,0,1,0
1,debt_consolidation,0.1197,292.16,10.81978,8.14,697,6840,8243,37,2,0,1,0
